@RELATION Pampa_Data

@ATTRIBUTE LOGPcons NUMERIC
@ATTRIBUTE MACCSFP125 NUMERIC
@ATTRIBUTE PCR NUMERIC
@ATTRIBUTE Psi_e_A NUMERIC
@ATTRIBUTE P_VSA_ppp_D NUMERIC
@ATTRIBUTE Mp NUMERIC
@ATTRIBUTE SpMin1_Bh(p) NUMERIC
@ATTRIBUTE Actividad {Act-1,Act1}

@DATA
2.8474,1,1.3916,7.8622,34.6738,0.7109,2.0057,Act1
1.9546,1,1.2793,7.7853,34.6738,0.6722,2.0113,Act1
3.5789,1,1.4119,7.5833,34.7963,0.6889,2.0378,Act1
3.3707,1,1.404,7.6603,34.7963,0.6664,2.0407,Act1
3.9723,1,1.4004,7.7202,34.7963,0.6843,2.0403,Act1
4.0752,1,1.4124,7.6911,34.7963,0.6962,2.039,Act1
3.2731,1,1.4,7.6905,34.7963,0.6578,2.0424,Act1
3.784,1,1.3968,7.7452,34.7963,0.6743,2.0421,Act1
3.8721,1,1.3955,7.7094,34.7963,0.7052,2.0322,Act1
3.1996,1,1.3835,7.8437,36.0215,0.7016,2.0197,Act1
4.1224,1,1.4469,7.609,18.0108,0.6735,2.1278,Act1
4.1938,1,1.4404,8.0309,18.0108,0.6765,2.1414,Act1
3.379,1,1.4416,7.7083,18.0108,0.712,2.1375,Act1
3.5597,0,1.1437,7.6801,18.0108,0.6248,2.0882,Act1
4.1125,1,1.4066,7.8727,0.0,0.7088,2.0472,Act1
3.9825,1,1.4685,7.9086,18.0108,0.6992,2.0793,Act1
3.5956,1,1.4702,8.0521,18.0108,0.7072,2.0787,Act1
4.9268,1,1.4042,8.1552,18.0108,0.6714,2.0685,Act1
4.365,1,1.3628,7.6897,18.0108,0.697,2.037,Act1
3.6034,1,1.3303,7.8814,18.0108,0.668,2.0456,Act1
2.8739,1,1.4997,7.7381,18.0108,0.6724,2.0772,Act1
3.0393,1,1.2673,7.5056,32.8972,0.6456,2.0878,Act-1
2.6759,1,1.474,8.2121,42.6833,0.7159,2.0695,Act1
3.1213,1,1.3019,7.7885,18.0108,0.655,2.0303,Act1
3.0231,0,1.2343,7.7424,0.0,0.6509,1.9799,Act1
2.9996,0,1.151,7.6346,18.0108,0.6262,2.0764,Act1
2.4399,0,1.2583,7.9147,18.0108,0.6572,2.0774,Act1
2.159,0,1.1429,7.4921,18.0108,0.6296,2.0144,Act1
1.6004,0,1.156,7.96,32.8972,0.6249,2.0446,Act1
4.0878,1,1.4981,7.7796,34.6738,0.6844,2.1254,Act1
2.6714,1,1.4749,7.7011,0.0,0.679,2.0262,Act1
2.6714,1,1.4749,7.7011,0.0,0.679,2.0262,Act1
3.8606,1,1.3799,7.8951,18.0108,0.6731,1.9982,Act1
4.1018,1,1.3828,8.0833,18.0108,0.6717,1.9999,Act1
1.3241,1,1.4138,7.8205,17.8882,0.7011,2.1297,Act-1
2.0712,1,1.3651,7.7759,17.8882,0.6931,2.0663,Act-1
3.5844,1,1.2424,7.6611,18.0108,0.6469,2.0445,Act1
3.1164,1,1.4401,7.7072,34.5512,0.6926,2.0669,Act1
2.7935,1,1.4197,7.7714,17.8882,0.6845,2.0496,Act-1
1.7171,1,1.3507,7.9144,35.899,0.6837,2.0757,Act-1
2.6136,0,1.2329,7.8436,18.0108,0.66,2.031,Act1
2.6136,0,1.2318,7.8436,18.0108,0.66,2.031,Act1
3.4212,1,1.5138,7.5926,34.7963,0.6685,2.0814,Act1
4.1839,1,1.4351,7.5259,0.0,0.6669,2.1427,Act1
1.9092,1,1.3723,7.7586,0.0,0.6703,2.055,Act1
3.0276,1,1.3401,7.5367,0.0,0.6549,2.0816,Act1
4.4241,1,1.297,7.7031,17.8882,0.6497,2.0616,Act1
2.7362,1,1.4137,7.7381,51.4593,0.6769,2.0248,Act1
1.7191,1,1.4032,7.8551,51.4593,0.6655,2.008,Act1
2.224,1,1.4175,8.075,51.4593,0.6923,1.9982,Act1
2.3812,1,1.4163,8.3175,51.4593,0.6903,1.9998,Act1
3.0243,1,1.4021,8.5104,51.4593,0.6729,2.0032,Act1
2.5731,1,1.4122,8.0317,51.4593,0.683,2.0164,Act1
3.1081,1,1.498,7.7133,18.0108,0.7234,2.0918,Act1
2.3061,1,1.3526,7.6207,34.7963,0.6521,2.0409,Act1
1.7398,1,1.3371,7.75,34.7963,0.6583,2.0921,Act1
1.1793,1,1.3603,7.8467,42.6833,0.6528,2.0262,Act1
1.3008,1,1.3569,7.7667,16.663,0.6528,2.0156,Act1
1.6127,1,1.3528,7.7372,0.0,0.6486,2.0262,Act1
2.6892,0,1.2182,7.6667,18.0108,0.6441,2.0705,Act1
3.9557,1,1.2373,7.6398,18.0108,0.6476,2.0697,Act1
4.0398,1,1.3244,7.9105,18.0108,0.6858,2.1047,Act1
3.4445,1,1.3244,7.9722,18.0108,0.6619,2.1052,Act1
4.0855,1,1.3583,7.8905,18.0108,0.6528,2.1143,Act1
4.3683,1,1.3609,7.8657,0.0,0.6499,2.1145,Act1
4.5881,0,1.1863,7.5363,18.0108,0.6504,2.0738,Act1
2.908,1,1.2995,7.8167,18.0108,0.6566,2.0554,Act1
3.2988,1,1.2945,7.95,18.0108,0.6592,2.0513,Act1
2.2444,0,1.206,7.78,18.0108,0.6434,2.028,Act1
3.3756,1,1.3014,7.9753,18.0108,0.6731,2.0539,Act1
3.0421,1,1.3003,7.7976,18.0108,0.6648,2.054,Act1
3.3909,1,1.2964,8.3939,18.0108,0.6651,2.0505,Act1
1.7798,1,1.274,7.9806,18.0108,0.6566,2.0269,Act1
2.1994,0,1.206,7.78,18.0108,0.6434,2.0281,Act1
3.2538,1,1.2945,7.95,18.0108,0.6592,2.051,Act1
3.8889,0,1.187,7.5123,18.0108,0.6286,2.0739,Act1
2.2939,1,1.2942,7.8046,18.0108,0.6586,2.0474,Act1
2.908,1,1.3016,7.8167,18.0108,0.6566,2.0555,Act1
3.073,1,1.2942,7.8046,36.0215,0.6586,2.0454,Act1
3.4359,1,1.2964,8.3939,18.0108,0.6651,2.0505,Act1
3.4249,1,1.3001,7.7759,18.0108,0.6604,2.0594,Act1
3.2386,1,1.3051,7.9828,18.0108,0.6635,2.0548,Act1
4.5302,1,1.3903,7.6782,42.6833,0.6752,2.0557,Act1
4.6974,1,1.2846,7.381,42.6833,0.6463,2.056,Act1
3.7854,1,1.4996,7.9295,42.6833,0.671,2.0971,Act1
2.4224,1,1.5109,7.9975,118.2639,0.6756,2.0503,Act1
3.2761,0,1.2648,8.0435,128.05,0.6257,2.0338,Act1
3.5858,0,1.2026,7.8333,103.3774,0.6366,2.0738,Act1
3.7125,1,1.4123,7.6556,18.0108,0.6646,2.0741,Act1
3.5268,1,1.4123,7.8556,18.0108,0.6678,2.0721,Act1
3.8708,1,1.323,7.6998,18.0108,0.6591,2.0673,Act1
3.8869,1,1.4173,7.7259,18.0108,0.6855,2.0699,Act1
1.8844,1,1.3875,7.8994,34.7963,0.7101,2.0236,Act1
4.0615,1,1.5168,8.3778,16.405,0.7208,2.151,Act1
2.5755,1,1.4328,8.1371,0.0,0.6809,2.0579,Act1
1.6122,1,1.4044,8.0181,34.6738,0.699,2.0249,Act1
2.4173,1,1.3177,7.74,18.0108,0.6691,2.0543,Act1
3.4588,1,1.376,7.5774,18.0108,0.6604,2.0978,Act1
2.3194,1,1.4928,7.9391,18.0108,0.7036,2.1096,Act1
3.3513,1,1.4731,7.7214,16.405,0.6759,2.0578,Act1
3.115,1,1.357,8.2213,77.3571,0.6779,2.0419,Act1
3.6705,0,1.196,7.5673,57.2784,0.6354,2.1832,Act1
