@RELATION Pampa_Data

@ATTRIBUTE LOGPcons NUMERIC
@ATTRIBUTE MACCSFP125 NUMERIC
@ATTRIBUTE PCR NUMERIC
@ATTRIBUTE Psi_e_A NUMERIC
@ATTRIBUTE P_VSA_ppp_D NUMERIC
@ATTRIBUTE Mp NUMERIC
@ATTRIBUTE SpMin1_Bh(p) NUMERIC
@ATTRIBUTE Actividad {Act-1,Act1}

@DATA
4.9261,1,1.5171,7.6313,36.0215,0.6722,2.0448,Act-1
5.2089,1,1.379,8.0495,18.0108,0.6774,2.0734,Act1
3.8409,1,1.491,7.6759,18.0108,0.6786,2.0835,Act1
5.3147,1,1.3572,7.6371,17.8882,0.6834,2.0528,Act1
4.662,1,1.4191,7.5278,0.0,0.6594,2.0926,Act1
3.5722,1,1.2868,7.72,0.0,0.6609,2.099,Act1
3.9357,1,1.4083,7.6058,52.6845,0.6618,2.0432,Act-1
4.4169,1,1.3744,7.8621,78.7048,0.6539,2.0903,Act-1
5.9629,1,1.2652,7.5095,85.3667,0.6466,2.1017,Act-1
6.3812,1,1.2878,7.388,0.0,0.6727,2.0971,Act-1
3.8545,0,1.241,7.5482,18.0108,0.6519,2.1184,Act1
4.1927,1,1.3871,7.9886,0.0,0.6615,2.1653,Act1
4.5896,1,1.5227,8.2952,49.3022,0.7072,2.0309,Act1
2.5849,1,1.3152,8.0,16.405,0.6997,2.0166,Act1
3.1462,0,1.1007,7.9242,85.3667,0.6224,2.1394,Act1
3.5085,0,1.0891,7.9737,42.6833,0.6216,2.1411,Act1
9.3668,1,1.6425,7.5714,85.3667,0.6535,2.1107,Act-1
4.0274,1,1.2693,7.4,0.0,0.6184,2.0871,Act-1
3.7821,1,1.3112,7.4094,36.0215,0.6408,2.0431,Act1
3.256,1,1.4225,7.5618,50.9079,0.6513,2.0361,Act1
3.6491,1,1.4534,7.7077,32.8972,0.688,2.0435,Act1
2.8682,1,1.2678,7.8384,129.6128,0.6369,2.1233,Act-1
2.5936,1,1.226,7.7204,121.3882,0.6395,2.0778,Act-1
2.5936,1,1.226,7.7204,121.3882,0.6395,2.0778,Act-1
4.626,0,1.1107,7.6638,60.6941,0.6223,2.1456,Act-1
1.4984,0,1.0284,7.9887,86.9294,0.604,2.0658,Act-1
2.3383,0,1.2141,7.7738,60.6941,0.6197,2.0767,Act1
2.6537,0,1.1753,7.7083,96.7156,0.6068,2.0428,Act-1
3.0444,0,1.2032,8.6306,93.5913,0.625,2.034,Act1
2.7027,0,1.2114,7.9395,93.5913,0.6581,2.0101,Act-1
1.1185,0,1.2109,8.0343,146.0608,0.6048,2.034,Act-1
2.6637,0,1.2205,7.7685,60.6941,0.6415,2.0102,Act-1
1.0463,0,1.1929,7.875,146.0608,0.6066,2.0822,Act-1
1.4294,0,1.2141,7.8214,78.7048,0.6167,2.0695,Act-1
1.6588,0,1.2562,7.912,60.6941,0.6256,1.999,Act-1
3.281,0,1.2033,7.5119,60.6941,0.6115,2.0194,Act-1
2.0077,0,1.1977,7.6413,60.6941,0.6054,2.0007,Act-1
2.3016,1,1.2931,7.8442,93.5913,0.6982,1.9586,Act1
2.6756,1,1.4623,7.9236,65.9652,0.6743,2.0875,Act1
4.041,1,1.5198,7.7672,0.0,0.7193,2.0253,Act1
3.6187,1,1.3997,7.9801,18.0108,0.6451,2.135,Act-1
1.1396,0,1.1437,8.2685,0.0,0.6815,1.9066,Act-1
5.0714,1,1.2715,7.7432,128.05,0.6486,2.1017,Act1
2.5812,1,1.4372,7.7034,77.3571,0.6681,2.0698,Act1
3.224,0,1.007,7.5208,50.9079,0.6058,2.1648,Act1
-1.593,0,1.0304,8.2917,242.7764,0.608,1.9788,Act-1
-0.8492,0,1.0448,8.7611,146.0608,0.574,1.9753,Act-1
-0.918,0,1.0248,8.4821,146.0608,0.5659,1.9762,Act-1
-1.1818,0,1.0415,8.7135,103.3774,0.5809,1.9782,Act-1
-0.599,0,1.0225,8.1818,85.3667,0.6259,2.0136,Act-1
1.9633,0,1.0,8.6042,42.6833,0.7223,1.8363,Act1
6.9506,1,1.5968,7.7141,42.6833,0.7,2.117,Act-1
-0.3128,1,1.2452,8.2725,93.5913,0.6882,2.0948,Act-1
3.103,0,1.2095,8.1142,42.6833,0.6928,1.9953,Act-1
3.5968,1,1.3221,8.0744,60.6941,0.6732,2.0308,Act1
-0.6278,0,1.0419,8.6636,75.5805,0.6185,1.8984,Act-1
0.3915,0,1.0532,8.6047,60.6941,0.6628,1.9056,Act1
8.9754,1,1.2958,7.5357,85.3667,0.6443,2.0612,Act-1
6.3893,1,1.5091,7.5825,18.0108,0.7337,2.1146,Act1
1.1692,0,1.044,7.6923,42.6833,0.6373,2.0522,Act-1
5.9809,1,1.2558,7.8218,72.043,0.6327,2.0722,Act-1
7.2889,0,1.1812,7.2902,42.6833,0.6129,2.0687,Act1
2.534,0,1.0325,7.6061,0.0,0.5968,2.0542,Act1
-0.5862,0,1.048,8.6667,75.5805,0.5643,1.9325,Act-1
-0.5713,0,1.2206,8.2333,126.4885,0.6042,1.9675,Act-1
-0.2558,0,1.2309,8.1522,83.8051,0.6089,1.9584,Act-1
2.5838,1,1.2161,7.7439,77.4796,0.6342,2.1342,Act1
3.4403,0,1.1578,7.8623,60.6941,0.6253,2.0699,Act1
2.5738,0,1.0,7.4848,42.6833,0.5829,2.0614,Act1
2.4398,1,1.2609,7.5929,32.8972,0.6317,2.1234,Act-1
2.6925,1,1.336,7.6049,0.0,0.6388,2.1073,Act1
0.0173,0,1.1841,7.6449,60.6941,0.5932,2.0311,Act-1
-0.4284,1,1.3373,7.6481,77.4796,0.6193,2.0374,Act-1
0.5703,1,1.3764,7.614,60.6941,0.6319,2.1259,Act-1
5.2955,1,1.3398,7.6442,0.0,0.6589,2.0241,Act-1
11.6359,0,1.9079,7.3833,0.0,0.6387,1.9743,Act1
5.8311,0,1.1856,7.7917,85.3667,0.6278,2.1394,Act-1
8.2884,0,1.441,7.596,0.0,0.6457,2.0796,Act-1
9.9537,0,1.3377,7.2667,0.0,0.6129,1.9959,Act1
7.8927,0,1.262,7.5,0.0,0.6118,1.9839,Act1
4.0025,0,1.2036,7.4325,42.6833,0.6325,2.1555,Act-1
5.2438,1,1.4492,7.9242,42.6833,0.6531,2.0334,Act1
3.3822,1,1.3063,8.1944,0.0,0.7073,2.0577,Act1
4.2074,1,1.3546,7.838,0.0,0.6581,2.1145,Act1
3.4744,1,1.4528,7.8958,36.0215,0.6778,2.0234,Act1
3.2694,0,1.2579,9.1184,18.0108,0.6252,2.1019,Act-1
2.0802,0,1.2375,7.8137,36.0215,0.6777,2.0017,Act-1
2.7028,0,1.2432,7.6083,18.0108,0.6721,2.0245,Act-1
2.0802,0,1.2451,7.8137,36.0215,0.6777,2.0019,Act-1
2.4035,0,1.0339,8.192,60.6941,0.5926,2.0643,Act1
5.2291,1,1.2974,7.6556,42.6833,0.628,2.0812,Act1
4.2284,0,1.0836,7.7457,42.6833,0.6257,2.1401,Act1
3.5443,1,1.2427,7.9606,18.0108,0.6674,2.0322,Act1
3.5443,1,1.2427,7.9606,18.0108,0.6674,2.0322,Act-1
0.7367,0,1.0648,8.5227,50.9079,0.64,1.9071,Act-1
3.2534,0,1.1335,7.9295,121.3882,0.6216,2.1444,Act1
-0.2007,0,1.0419,8.4815,75.5805,0.5674,1.9488,Act-1
4.3481,0,1.1362,7.4551,0.0,0.6184,2.0172,Act-1
-2.5296,1,1.2769,8.093,413.2971,0.6349,2.0437,Act-1
0.9921,0,1.1836,8.2197,136.2746,0.6131,2.0261,Act-1
0.6107,1,1.2516,8.0714,36.0215,0.652,2.0321,Act-1
1.9893,0,1.197,8.3068,36.0215,0.6786,1.9779,Act-1
1.9037,0,1.1569,8.4943,121.3882,0.6718,1.9778,Act-1
2.906,1,1.2143,7.7262,77.4796,0.6326,2.1342,Act-1
3.4145,1,1.2578,7.75,77.4796,0.6549,2.1222,Act1
3.4145,1,1.2578,7.75,77.4796,0.6549,2.1222,Act1
5.303,1,1.1633,7.875,0.0,0.614,2.0644,Act-1
3.0888,1,1.3443,7.7208,18.0108,0.6703,2.0388,Act-1
1.4487,0,1.2382,7.8631,18.0108,0.6399,1.9829,Act-1
3.4333,1,1.451,7.9012,103.2549,0.6697,2.054,Act1
2.5508,1,1.3558,7.75,65.7944,0.6315,2.0693,Act1
4.0165,1,1.3472,7.6061,18.0108,0.6469,2.037,Act1
2.6591,1,1.3631,8.0466,36.0215,0.6957,2.0634,Act-1
5.3183,1,1.525,7.7177,18.0108,0.6712,2.0843,Act1
5.9224,1,1.5417,7.638,18.0108,0.6901,2.0703,Act-1
5.0701,1,1.5385,7.7126,34.6738,0.6827,2.0728,Act1
4.7384,1,1.5385,7.7414,18.0108,0.6813,2.0742,Act1
5.5867,1,1.5514,7.6897,18.0108,0.7092,2.0665,Act1
3.9636,1,1.4241,7.6782,18.0108,0.659,2.0682,Act1
4.7768,1,1.4158,7.6222,18.0108,0.6569,2.0826,Act1
4.9185,1,1.5233,7.4635,36.0215,0.6848,2.0762,Act1
6.3217,1,1.6492,7.4798,18.0108,0.7017,2.1429,Act-1
3.1678,1,1.4083,7.5149,18.0108,0.6329,2.1097,Act1
2.172,0,1.246,7.7436,18.0108,0.6549,1.9848,Act-1
4.6431,1,1.3694,8.0407,103.3774,0.6638,2.0419,Act1
4.6431,1,1.3694,8.0407,103.3774,0.6638,2.0419,Act-1
3.9712,0,1.1948,8.0737,81.7794,0.6404,2.1629,Act1
4.2091,1,1.1963,7.6821,54.0323,0.6553,2.054,Act-1
2.2764,1,1.374,8.3662,128.05,0.6431,2.0791,Act1
1.8059,1,1.3782,8.3965,85.3667,0.6474,2.0851,Act-1
1.9924,0,1.1537,7.7019,34.6738,0.6112,2.0412,Act-1
1.3571,0,1.2822,8.0238,36.0215,0.6337,1.9683,Act1
2.5409,1,1.2596,7.4228,21.1351,0.6578,2.0797,Act-1
2.1886,1,1.2691,7.4779,21.1351,0.6348,2.1222,Act-1
3.4145,1,1.2578,7.75,77.4796,0.6549,2.1222,Act-1
2.5477,0,1.2382,7.6905,18.0108,0.6479,1.9878,Act-1
2.6244,0,1.2412,7.9778,0.0,0.6369,2.0458,Act-1
3.2952,0,1.2412,7.9111,42.6833,0.6291,2.0462,Act-1
4.0194,1,1.3173,7.6742,0.0,0.6509,2.0492,Act1
2.8635,0,1.2509,7.9524,42.6833,0.6333,2.0381,Act-1
5.4293,0,1.0594,7.5238,0.0,0.6186,2.1444,Act1
7.2107,0,1.0,7.1845,42.6833,0.6017,2.1564,Act-1
3.2553,0,1.0,7.25,18.0108,0.5714,1.9917,Act-1
4.5847,1,1.3669,7.7963,18.0108,0.6826,2.0093,Act1
3.2268,1,1.2989,8.0057,0.0,0.6398,2.0174,Act1
0.7206,0,1.0423,8.2121,78.7048,0.5921,1.9889,Act-1
0.7786,0,1.048,8.2292,0.0,0.5643,1.92,Act1
1.9592,1,1.2052,7.969,93.5913,0.6368,2.0417,Act1
2.0445,1,1.1684,7.9364,93.5913,0.6372,2.0418,Act1
1.1473,1,1.1933,8.2108,50.9079,0.6523,2.0412,Act-1
0.9016,0,1.1447,8.0667,50.9079,0.6127,2.0214,Act1
3.8651,1,1.3007,8.1509,0.0,0.6428,2.1,Act1
2.6382,1,1.4871,7.5648,32.8972,0.6644,2.1507,Act1
4.0299,1,1.4636,7.6878,18.0108,0.6918,2.0313,Act1
3.9822,1,1.4409,7.5208,36.0215,0.6837,2.0053,Act1
2.1967,0,1.2417,7.9524,32.8972,0.6291,2.0059,Act1
0.6011,0,1.0426,8.2685,0.0,0.5998,2.044,Act-1
3.3545,1,1.3006,7.6533,32.8972,0.659,2.0245,Act1
4.1612,1,1.2379,7.7097,18.0108,0.6315,2.0684,Act1
2.4337,1,1.2295,7.321,3.1243,0.6295,2.0703,Act-1
3.1923,1,1.4161,7.6402,135.0494,0.6308,2.0953,Act-1
5.0057,1,1.4401,7.5467,0.0,0.6719,2.1325,Act1
3.3414,1,1.3899,7.8643,16.405,0.6589,2.088,Act1
3.5426,1,1.3926,7.8643,16.405,0.6589,2.0881,Act-1
3.2297,1,1.336,7.7958,154.2854,0.6394,2.0491,Act1
3.2297,1,1.336,7.7958,154.2854,0.6394,2.0491,Act-1
2.5393,1,1.3386,7.7927,154.2854,0.6225,2.0491,Act1
1.1142,0,1.1998,7.7982,78.7048,0.632,2.0024,Act-1
4.0649,1,1.4822,8.0889,128.05,0.6546,2.049,Act-1
3.3513,1,1.4731,7.7214,16.405,0.6759,2.0578,Act1
4.5179,1,1.5436,7.5962,32.8972,0.6863,2.0436,Act1
2.5745,0,1.2367,8.1552,16.2825,0.719,2.0802,Act-1
4.5685,1,1.2612,7.5965,0.0,0.6682,2.0698,Act-1
2.9779,0,1.2306,8.1096,16.2825,0.7067,2.0913,Act-1
2.8399,1,1.4543,7.8157,18.0108,0.7001,2.0765,Act1
1.9163,1,1.4543,7.8611,18.0108,0.6986,2.0673,Act1
4.3282,1,1.6331,7.6912,52.6845,0.6861,2.1416,Act1
3.3531,0,1.2512,8.225,18.0108,0.6458,2.1331,Act1
1.4056,0,1.0,7.381,18.0108,0.5607,1.9418,Act1
3.5041,0,1.2229,7.3657,18.0108,0.7037,2.0107,Act1
0.6819,0,1.2156,7.9825,93.5913,0.6095,2.0156,Act-1
2.5506,1,1.3764,7.6404,60.6941,0.6382,2.1252,Act1
2.1185,1,1.4026,7.8568,51.2013,0.657,2.0685,Act-1
0.7255,0,1.2214,8.1343,77.0991,0.6283,2.0296,Act-1
1.0087,0,1.2207,8.1444,146.0608,0.6081,2.0165,Act1
2.3747,0,1.2289,7.7937,60.6941,0.647,2.0035,Act-1
2.3206,0,1.1827,7.5606,60.6941,0.6084,2.0165,Act-1
1.9976,0,1.1841,7.6667,60.6941,0.5971,2.0101,Act-1
1.5519,1,1.3373,7.6759,77.4796,0.6256,2.0226,Act-1
1.7456,0,1.1525,8.3302,74.0342,0.6367,1.9733,Act-1
2.241,1,1.3591,7.9285,46.2373,0.6472,2.0212,Act-1
2.3836,0,1.154,8.0556,0.0,0.6825,1.8863,Act-1
3.9965,0,1.2738,8.3357,128.05,0.6144,2.0067,Act1
3.954,0,1.1837,7.8011,128.05,0.6127,2.0218,Act1
2.3575,1,1.4227,7.8175,34.7963,0.6968,2.0281,Act-1
3.0394,1,1.3033,7.6806,32.8972,0.6636,2.0245,Act1
2.9937,1,1.3075,7.6806,32.8972,0.6636,2.0213,Act1
2.6611,1,1.3378,7.72,32.8972,0.6438,2.0781,Act1
3.5698,1,1.3908,7.754,0.0,0.688,2.069,Act1
1.7963,0,1.0331,8.5429,0.0,0.603,1.8517,Act-1
2.6247,1,1.3486,7.8333,34.7963,0.671,1.9918,Act1
-1.4841,0,1.0331,8.0909,32.8972,0.5582,2.0492,Act-1
4.0996,1,1.3482,8.1528,0.0,0.6598,2.0678,Act1
2.1379,1,1.363,8.0521,75.7029,0.692,1.9733,Act1
3.4163,0,1.2118,7.588,0.0,0.6283,2.0609,Act1
3.0285,1,1.2935,7.6856,32.8972,0.6487,2.0863,Act-1
4.8545,1,1.2977,7.369,18.0108,0.6438,2.0738,Act1
1.9797,0,1.0298,7.9653,42.6833,0.5788,1.9846,Act1
2.0099,1,1.3114,8.0682,188.7441,0.6381,2.0359,Act1
1.9453,1,1.3004,7.9444,146.0608,0.642,2.0297,Act-1
1.9453,1,1.3004,7.9444,146.0608,0.642,2.0297,Act-1
4.2621,1,1.3449,7.4969,18.0108,0.6866,2.033,Act1
3.0062,0,1.2175,7.4722,18.0108,0.6474,2.0233,Act1
2.7317,1,1.3026,7.8788,146.0608,0.6388,2.034,Act1
-0.2073,1,1.3126,7.9792,93.5913,0.6406,2.0713,Act-1
3.4317,1,1.2954,7.7045,103.3774,0.6394,2.041,Act1
2.3799,1,1.3126,7.9583,136.2746,0.6406,2.0409,Act-1
3.0741,0,1.1996,7.6781,42.6833,0.6332,2.033,Act-1
5.104,1,1.3341,8.05,0.0,0.6706,2.0739,Act1
3.9641,1,1.3571,7.3667,0.0,0.6878,2.066,Act1
3.3389,1,1.3571,7.4167,0.0,0.6861,2.06,Act-1
4.3558,1,1.4356,7.625,0.0,0.6796,2.0192,Act1
2.7468,1,1.2954,7.7955,103.3774,0.6388,2.0301,Act-1
2.6099,0,1.0,7.1603,32.8972,0.6065,2.1837,Act-1
1.4261,0,1.2536,7.8788,75.5805,0.6262,2.0158,Act1
2.2202,0,1.2612,7.8009,36.0215,0.6313,2.0111,Act-1
-2.6446,0,1.0648,10.1237,116.947,0.6818,1.7599,Act-1
-0.8564,1,1.247,8.0493,336.7052,0.6439,2.0423,Act-1
1.5757,0,1.2496,7.8636,42.6833,0.6295,1.9812,Act1
2.4035,0,1.0339,8.192,60.6941,0.5926,2.0643,Act-1
2.4312,1,1.1875,7.9312,50.9079,0.6607,2.049,Act-1
2.8786,0,1.2475,7.7639,18.0108,0.7054,1.9516,Act1
-0.3035,0,1.0726,8.8889,60.6941,0.6349,1.8618,Act-1
3.6182,1,1.3881,7.4167,3.1243,0.6638,2.0822,Act-1
1.7798,0,1.1513,8.0064,83.8051,0.6626,2.054,Act-1
1.4947,0,1.1513,8.2171,83.8051,0.6582,2.054,Act-1
5.1307,0,1.4309,7.6543,60.6941,0.6191,1.9563,Act1
6.0399,0,1.4413,7.6944,42.6833,0.6266,1.9525,Act-1
5.5779,0,1.3746,7.7121,42.6833,0.6217,1.9533,Act-1
2.8441,1,1.4075,7.8838,42.6833,0.6666,2.1209,Act1
2.4225,1,1.3769,7.8047,60.6941,0.6605,2.1287,Act-1
2.3524,1,1.346,8.0078,75.5805,0.6738,2.1765,Act1
2.115,1,1.3717,7.7057,85.3667,0.6701,2.1283,Act-1
1.9419,1,1.3909,7.9327,42.6833,0.6943,2.1129,Act1
1.4389,0,1.2166,8.0156,18.0108,0.6496,2.0201,Act1
2.8441,1,1.4075,7.8838,42.6833,0.6666,2.1209,Act1
2.0903,1,1.396,8.2213,42.6833,0.6889,2.1661,Act1
1.6054,1,1.3717,7.9543,85.3667,0.6649,2.1283,Act1
2.135,1,1.2504,8.0302,170.7334,0.6272,2.1464,Act-1
5.0878,1,1.3721,7.835,42.6833,0.6499,2.0832,Act1
4.5498,0,1.1353,7.9087,128.05,0.6086,2.0527,Act1
2.101,1,1.4653,8.0,190.9807,0.6288,2.022,Act-1
4.058,0,1.1667,7.7043,128.05,0.6069,2.0894,Act1
3.7298,1,1.2681,7.7477,68.9187,0.6429,2.072,Act1
3.052,1,1.2862,8.2436,18.0108,0.6886,2.0242,Act1
5.1797,1,1.5288,7.7299,60.6941,0.6968,2.1436,Act1
3.9378,1,1.5441,7.8817,34.7963,0.6939,2.0982,Act1
1.6828,1,1.324,7.66,77.4796,0.646,2.1229,Act-1
1.9898,1,1.3205,7.6346,60.6941,0.6427,2.124,Act1
0.0627,0,1.0,7.8333,121.3882,0.5604,1.9749,Act-1
4.5426,0,1.0959,7.8606,85.3667,0.6109,2.0691,Act1
4.8053,0,1.1567,7.9077,213.4167,0.6013,2.0983,Act-1
0.2804,0,1.008,8.0043,164.0715,0.6177,2.0557,Act-1
2.0799,1,1.3866,8.25,34.7963,0.639,2.0895,Act-1
-5.3132,1,1.2342,8.1888,585.3326,0.6183,2.0654,Act-1
2.7061,1,1.4459,8.3214,52.807,0.6466,2.0377,Act1
2.5584,1,1.3218,7.7227,177.7327,0.6386,2.0975,Act1
3.1213,1,1.3202,7.8153,102.1522,0.6411,2.0983,Act-1
4.9997,0,1.0431,7.2381,42.6833,0.6158,2.1381,Act1
4.3314,1,1.3196,7.8771,59.4689,0.6401,2.1139,Act1
3.9588,1,1.1228,7.7273,36.0215,0.618,2.0423,Act1
3.5216,0,1.1044,7.7433,36.0215,0.6014,2.0423,Act1
-2.185,0,1.0895,8.2319,249.4394,0.6177,2.0448,Act-1
3.9389,0,1.1868,7.7204,128.05,0.6102,2.0818,Act1
4.0701,0,1.1183,7.7644,42.6833,0.615,2.1139,Act-1
2.2088,0,1.1193,8.1056,170.7334,0.6043,2.1062,Act-1
-3.1565,0,1.0895,8.2705,300.3473,0.625,2.0393,Act-1
4.6544,1,1.3225,7.7167,85.3667,0.6496,2.0737,Act1
3.2905,1,1.4182,7.6346,78.7048,0.6366,2.0625,Act1
1.8065,0,1.2691,7.9683,121.3882,0.6276,2.0809,Act-1
2.1146,0,1.1338,7.4896,85.3667,0.6411,2.1242,Act-1
2.9321,1,1.3072,7.5,42.6833,0.6411,2.1585,Act-1
3.1409,0,1.0692,7.3922,60.6941,0.6073,2.1546,Act1
1.3741,0,1.0037,7.8638,213.4167,0.5816,2.0611,Act-1
2.5169,0,1.1023,7.8005,170.7334,0.593,2.0768,Act-1
0.7122,0,1.0994,7.9753,213.4167,0.5934,2.0649,Act1
3.6645,0,1.1082,7.6827,128.05,0.5979,2.0693,Act-1
2.5443,0,1.1011,7.96,128.05,0.5961,2.0667,Act-1
-0.1746,0,1.1222,7.7014,42.6833,0.6268,2.0953,Act-1
0.3729,0,1.2437,7.6944,42.6833,0.6132,2.0953,Act-1
1.5101,0,1.238,7.391,0.0,0.661,2.0777,Act1
2.0372,1,1.3437,7.6267,0.0,0.6448,2.1011,Act-1
2.5415,1,1.2991,7.5556,18.0108,0.6367,2.1087,Act1
2.7595,0,1.1456,7.3587,42.6833,0.6065,2.115,Act1
2.7347,0,1.0104,7.3768,0.0,0.5902,2.0828,Act-1
-0.147,0,1.1815,7.3472,0.0,0.5842,2.0951,Act1
3.2897,1,1.294,7.3043,0.0,0.6526,2.0655,Act-1
1.6643,1,1.2937,7.0,0.0,0.6734,2.0655,Act-1
1.9265,1,1.2298,7.6574,42.6833,0.6388,2.1272,Act1
1.2738,1,1.5921,7.2333,65.7944,0.716,2.2528,Act-1
2.3927,1,1.3479,7.3182,3.1243,0.6684,2.0943,Act-1
0.4274,0,1.2294,7.6373,21.1351,0.6115,2.0633,Act-1
2.2353,1,1.4816,7.6378,63.8184,0.6734,2.129,Act-1
2.9616,1,1.4724,7.4742,21.1351,0.6503,2.1929,Act-1
1.6143,1,1.3592,7.4217,37.9206,0.6355,2.1661,Act-1
-0.2996,0,1.215,7.8556,54.0323,0.6228,2.0527,Act-1
4.018,1,1.3855,7.4751,3.1243,0.6786,2.0676,Act-1
3.0466,1,1.4578,8.0096,34.4157,0.7211,2.0167,Act1
0.7414,0,1.2096,8.2593,136.2746,0.6745,2.062,Act1
2.3481,0,1.2997,7.875,42.6833,0.6449,2.0023,Act-1
2.7396,0,1.3095,7.5758,0.0,0.6532,2.0016,Act1
1.6325,1,1.3042,8.1071,57.2784,0.6824,2.0628,Act-1
2.8334,0,1.0841,7.6075,0.0,0.6304,1.9992,Act1
3.1935,1,1.1898,8.0214,60.6941,0.6807,2.0423,Act-1
-0.0112,0,1.1163,8.4633,60.6941,0.6996,2.0033,Act-1
0.6434,0,1.0317,8.1232,93.5913,0.6325,2.0606,Act1
0.4468,0,1.1531,8.2188,18.0108,0.6742,2.0065,Act-1
0.9183,0,1.0606,8.4601,0.0,0.6238,1.9923,Act1
5.6554,0,1.0589,7.6569,85.3667,0.6166,2.2007,Act1
1.7781,0,1.0536,8.1552,341.4667,0.6073,2.2013,Act-1
4.4772,0,1.0652,7.9187,0.0,0.6231,2.201,Act-1
2.9736,0,1.042,7.8333,0.0,0.6504,1.9415,Act-1
2.2317,0,1.0309,7.5909,0.0,0.6128,1.92,Act-1
-0.4076,0,1.0773,8.8111,42.6833,0.6436,1.9914,Act-1
4.9616,0,1.2175,8.7959,0.0,0.6922,1.9997,Act-1
6.3623,1,1.8064,7.8585,0.0,0.6817,2.1255,Act-1
5.3771,1,1.3398,7.8066,0.0,0.7055,2.0241,Act-1
0.3855,0,1.1014,8.2882,136.2746,0.6214,1.9322,Act-1
2.2238,0,1.0,7.4697,42.6833,0.5968,1.9321,Act-1
0.5339,0,1.1133,8.2583,0.0,0.6237,2.0259,Act-1
4.7523,1,1.3174,7.8718,60.6941,0.657,2.1269,Act-1
6.5665,1,1.4208,7.8106,51.2013,0.671,2.1086,Act-1
2.4858,0,1.2335,9.1061,18.0108,0.6392,2.0994,Act1
1.6618,0,1.0916,8.0484,85.3667,0.6266,2.1405,Act-1
1.7744,0,1.052,8.0161,85.3667,0.6189,2.1457,Act-1
1.8068,0,1.0914,8.0511,85.3667,0.6266,2.141,Act-1
3.062,0,1.052,7.9579,42.6833,0.6351,2.1461,Act-1
2.1317,0,1.0764,7.8407,0.0,0.6415,2.1256,Act-1
0.2745,0,1.1557,7.8634,78.7048,0.6048,2.0203,Act-1
1.8068,0,1.0914,8.0511,85.3667,0.6266,2.141,Act-1
0.8707,0,1.1386,8.0494,18.0108,0.6677,2.0105,Act-1
1.8576,0,1.0945,7.8826,42.6833,0.6365,1.9969,Act-1
-0.2132,0,1.0445,8.3869,75.5805,0.6473,1.982,Act-1
-0.4884,0,1.1478,8.5926,18.0108,0.6934,2.0457,Act-1
0.6189,0,1.1531,8.191,93.5913,0.6645,2.0347,Act-1
-0.2569,0,1.1103,8.3981,78.7048,0.6651,2.0407,Act-1
-0.3641,0,1.1204,8.2786,54.0323,0.6644,2.0405,Act-1
-0.4523,0,1.1481,8.4712,18.0108,0.6837,2.0354,Act-1
0.4468,0,1.1531,8.2188,18.0108,0.6742,2.0065,Act-1
0.2716,0,1.1552,8.31,136.2746,0.6597,2.0348,Act-1
-0.3993,0,1.1552,8.35,93.5913,0.6662,2.0347,Act-1
0.6604,0,1.1582,8.1848,18.0108,0.6797,2.027,Act-1
3.4524,1,1.2821,8.3182,93.5913,0.6349,2.0858,Act1
4.6635,1,1.4018,7.7065,36.0215,0.6989,2.103,Act1
5.0279,1,1.426,7.7832,0.0,0.7127,2.1025,Act1
4.735,1,1.2722,7.8565,18.0108,0.6803,2.0546,Act1
6.7694,1,1.4211,7.8106,51.2013,0.671,2.1193,Act-1
3.1849,1,1.4498,7.6577,54.0323,0.6732,2.0445,Act1
5.2515,1,1.3665,8.2325,0.0,0.646,2.0695,Act1
1.5672,0,1.0,7.8194,85.3667,0.5788,2.0613,Act1
0.6533,0,1.2625,8.7549,0.0,0.7056,2.0916,Act1
2.5804,1,1.3722,7.8851,52.807,0.6527,1.9705,Act1
1.2473,1,1.4317,7.9737,18.0108,0.7159,2.0946,Act1
0.8514,0,1.3397,8.0833,18.0108,0.7102,2.0414,Act-1
2.8022,1,1.4873,7.7564,92.0746,0.6641,2.0341,Act1
2.9297,1,1.3944,7.5909,16.7855,0.6723,2.0665,Act1
1.8798,1,1.3944,7.6212,16.7855,0.6702,2.0256,Act1
-3.121,0,1.2563,8.1806,59.4689,0.6043,2.0905,Act-1
13.3231,0,1.4318,7.3814,0.0,0.6195,2.1043,Act1
11.1873,0,1.7796,7.3208,0.0,0.6387,2.0652,Act1
5.1194,0,1.3337,7.496,42.6833,0.625,2.0646,Act1
5.1693,0,1.3669,7.7311,42.6833,0.6314,2.0646,Act1
5.1554,1,1.3446,7.7412,18.0108,0.6575,2.1178,Act1
2.5937,1,1.3461,8.0433,18.0108,0.6615,2.0539,Act1
3.3045,1,1.3185,7.8958,18.0108,0.6595,2.0614,Act1
3.6595,1,1.3132,7.8649,18.0108,0.6557,2.0545,Act1
4.3872,1,1.427,7.9722,34.4157,0.7146,2.0552,Act1
2.6851,1,1.3587,8.0399,18.0108,0.6715,2.0527,Act1
3.7572,1,1.3225,7.8488,18.0108,0.6634,2.0533,Act1
3.2746,1,1.4216,8.0403,51.2013,0.676,2.0467,Act1
4.209,1,1.3533,7.7929,18.0108,0.7017,2.0388,Act1
4.5853,1,1.5447,7.5,18.0108,0.7241,2.0722,Act1
5.8814,1,1.468,7.6199,36.0215,0.6399,2.0596,Act1
